Ngày đăng,Loại hình,Diện tích (m²),Giá (tỷ),Giấy tờ pháp lý,Số phòng ngủ,Số phòng vệ sinh,Tình trạng nội thất,Link
24/10/2025,Nhà riêng tại đường Lê Lợi,55.5,13.6,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-le-loi-1-phuong-van-phuc-1/ban-5-tang-thang-may-kinh-doanh-cuoi-ba-trieu-quan-gia-chi-hon-10ty-pr44361670
19/10/2025,Nhà riêng tại đường Lê Quang Đạo,38.0,6.5,Sổ đỏ/ Sổ hồng,4,3,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dao-phuong-duong-noi/ban-can-goc-4-tang-38m2-dan-xay-kien-co-ngo-thong-ngay-khu-d-geleximco-gia-cuc-tot-pr44129186
27/10/2025,Nhà riêng tại đường Lê Quang Đạo,37.0,8.95,Sổ đỏ/ Sổ hồng,6,7,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dao-phuong-my-dinh-1/sieu-pham-phan-lo-37-41m-dep-o-ngay-ngo-rong-thoang-gan-o-to-vua-o-vua-cho-thue-pr44391377
29/10/2025,Nhà riêng tại đường Lê Quang Đạo,53.0,9.8,Sổ đỏ/ Sổ hồng,3,3,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dao-phuong-phu-do/-ve-o-ngay-sat-oto-so-chinh-chu-hiem-co-trong-phan-khuc-pr44401993
30/10/2025,Nhà riêng tại đường Lê Quang Đạo,50.0,15.5,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dao-phuong-phu-do/toa-ccmn-dong-tien-1-2ty-nam-nam-tu-liem-dt-50-m2-x-7-tang-xay-moi-mt-5-5m-oto-qua-nha-pr44418469
30/10/2025,Nhà riêng tại đường Lê Trọng Tấn,43.0,12.5,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-le-trong-tan-phuong-khuong-mai/ban-thanh-xuan-43m2-7g-mt-7m-thang-may-30m-ra-pho-gia-12-5-ty-pr44416810
28/10/2025,Nhà riêng tại đường Lê Trọng Tấn,55.0,20.5,Sổ đỏ/ Sổ hồng,4,5,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-le-trong-tan-phuong-khuong-mai/can-ban-lo-goc-via-he-phan-lo-o-to-tranh-dt-55m2-mt-4-2m-gia-20-5-ty-pr44396595
28/10/2025,Nhà riêng tại đường Lê Trọng Tấn,59.0,13.5,Sổ đỏ,6,4,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-le-trong-tan-phuong-khuong-mai/chinh-chu-can-ban-59m2-12-ty-o-thanh-xuan-ha-noi-pr44394477
24/10/2025,Nhà riêng tại đường Lê Trọng Tấn,117.0,34.0,Sổ đỏ/ Sổ hồng,3,2,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-le-trong-tan-phuong-phuong-liet/cuc-hiem-ban-thanh-xuan-117m-lo-goc-3-thoang-mt-gan-6m-phan-lo-quan-doi-so-a4-pr44369691
30/10/2025,Nhà riêng tại đường Lê Trọng Tấn,41.0,14.6,Sổ đỏ/ Sổ hồng,3,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-le-trong-tan-phuong-phuong-liet/sieu-pham-ban-thanh-xuan-41m2-6-tang-thang-may-lo-goc-o-to-cach-20m-full-noi-that-o-ngay-pr44414356
30/10/2025,Nhà riêng tại đường Liên Mạc,37.0,6.3,Sổ đỏ/ Sổ hồng,4,4,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-lien-mac-phuong-lien-mac/-mat-ngo-o-to-tranh-u-ngo-thong-dt-37m-4-tang-lo-goc-co-4-pn-san-noi-that-pr44413815
27/10/2025,Nhà riêng tại đường Lĩnh Nam,87.5,23.5,Sổ đỏ/ Sổ hồng,5,5,Không nội thất,https://batdongsan.com.vn/ban-nha-rieng-duong-linh-nam-phuong-linh-nam/-lo-goc-3-mat-tien-2-mat-tien-1-mat-ngo-phu-hop-cho-lam-van-phong-va-dong-tien-pr44244735
25/10/2025,Nhà riêng tại đường Lĩnh Nam,52.0,10.0,Sổ đỏ,5,4,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-linh-nam-phuong-linh-nam/toi-chinh-chu-can-ban-ban-so-11-ngo-467-184-dien-tich-52m2-mat-tien-5-5m-4-tang-pr44305223
24/10/2025,Nhà riêng tại đường Lĩnh Nam,48.0,11.5,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-linh-nam-phuong-linh-nam/toi-chinh-chu-can-ban-toa-chung-cu-mini-tai-du-hoang-mai-vinh-hung-pr44369614
27/10/2025,Nhà riêng tại đường Lương Khánh Thiện,97.8,29.2,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-luong-khanh-thien-phuong-tuong-mai/ban-100m2-29-2-ty-7-tang-thang-may-o-to-do-cua-pr44104066
20/10/2025,Nhà riêng tại đường Lương Thế Vinh,82.0,21.0,Sổ đỏ/ Sổ hồng,7,7,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-luong-the-vinh-phuong-trung-van/ban-truong-dai-hoc-ha-noi-nam-tu-liem-lo-goc-3-mat-thoang-dt-82m2-mt-10m-5-tang-pr44328668
22/10/2025,Nhà riêng tại đường Lý Nam Đế,41.0,12.5,Sổ đỏ/ Sổ hồng,5,3,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-ly-nam-de-phuong-cua-dong/ban-nr-5pn-3wc-tai-hoan-kiem-14-ty-41-m2-view-p-uy-tin-pr44002154
30/10/2025,Nhà riêng tại đường Mai Đình,52.8,4.4,Sổ đỏ/ Sổ hồng,5,4,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-mai-dinh-xa-mai-dinh-1/ban-4-tang-53-m-tai-gan-sat-khu-cong-nghiep-noi-bai-co-the-den-o-ngay-pr44418765
27/10/2025,Nhà riêng tại đường Mai Động,40.0,12.9,Sổ đỏ/ Sổ hồng,4,5,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-mai-dong-phuong-mai-dong-1/ban-cac-150m-ra-ho-den-lu-khu-dac-dia-chung-tam-tap-the-duc-viu-dep-pr43908156
23/10/2025,Nhà riêng tại đường Mậu Lương,40.0,10.8,Sổ đỏ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-mau-luong-phuong-phuc-la/ban-le-trong-tan-ha-dong-40m2-5-tang-gia-nhinh-10-ty-pr44354663
21/10/2025,Nhà riêng tại đường Mễ Trì Hạ,55.0,16.5,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-me-tri-ha-phuong-me-tri/ban-5-tang-ngo-o-to-tranh-gara-2-xe-ngo-o-to-thuan-tien-kinh-doanh-pr44327009
29/10/2025,Nhà riêng tại đường Minh Khai,41.0,10.4,Sổ đỏ/ Sổ hồng,5,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-bach-mai/-ngo-hoa-binh-7-mb41m2-mt4m-4-tang-moi-full-noi-that-vi-tri-dep-pr44087029
30/10/2025,Nhà riêng tại đường Minh Khai,40.0,14.6,Sổ đỏ/ Sổ hồng,6,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/-tien-ich-times-city-mat-ngo-thong-o-to-kinh-doanh-40m-chi-14-ty-6-pr44414136
30/10/2025,Nhà riêng tại đường Minh Khai,60.0,14.5,Sổ đỏ/ Sổ hồng,4,3,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/ban-hbt-14-5-toi-pr44418404
24/10/2025,Nhà riêng tại đường Minh Khai,30.0,7.9,Sổ đỏ/ Sổ hồng,3,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/ban-ngo-hoa-binh-4-ngo-rong-o-to-tranh-do-cach-chi-5m-su-dung-30m2-voi-5-tang-pr44323840
28/10/2025,Nhà riêng tại đường Minh Khai,33.0,6.7,Sổ đỏ/ Sổ hồng,3,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/sieu-pham-phan-lo-33m2-gia-chi-hon-6-ty-cach-pho-40m-mong-chiu-luc-7-tang-pr44396117
24/10/2025,Nhà riêng tại đường Minh Khai,32.0,7.8,Sổ đỏ/ Sổ hồng,6,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-vinh-tuy/-pho-hang-xom-times-city-vi-tri-dac-dia-4-tang-1-tum-mat-tien-rong-7m-pr44365076
27/10/2025,Nhà riêng tại đường Minh Khai,48.0,8.5,Sổ đỏ/ Sổ hồng,4,3,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-vinh-tuy/48m-timecity-dep-4pn-ngo-nong-rong-thoang-sang-pr44364766
25/10/2025,Nhà riêng tại đường Mỹ Đình 1,38.0,7.5,Sổ đỏ/ Sổ hồng,2,3,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-1-phuong-my-dinh-1/ban-7-5-ty-38-m2-4-tang-ngo-322-thiet-ke-co-the-xay-them-2-tang-o-to-sat-pr44373122
27/10/2025,Nhà riêng tại đường Mỹ Đình 1,45.0,18.0,Sổ đỏ/ Sổ hồng,7,6,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-1-phuong-my-dinh-1/chinh-chu-can-ban-gap-toa-45m-x7t-thang-may-o-to-kd-ngo-322-mt-8m-gia-18-ty-pr44386301
24/10/2025,Nhà riêng tại đường Mỹ Đình,128.0,45.0,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-phuong-my-dinh-1/ban-toa-can-ho-dich-vu-9-tang-28-phong-khep-kin-full-pccc-gpxd-o-to-do-cua-pr43319151
25/10/2025,Nhà riêng tại đường Mỹ Đình,39.0,6.95,Sổ đỏ/ Sổ hồng,3,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-phuong-my-dinh-1/sieu-pham-ban-ngo-322-gan-oto-2-thoang-moi-tinh-kinh-doanh-39m2-7-19-pr44372636
30/10/2025,Nhà riêng tại đường Mỹ Đình,35.0,8.0,Sổ đỏ/ Sổ hồng,3,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-phuong-my-dinh-2/-35m2-x-5t-ngo-nong-rong-40oto-chi-8ty-o-ngay-pr44418380
30/10/2025,Nhà riêng tại đường Nam Dư,23.2,5.35,Sổ đỏ/ Sổ hồng,2,3,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nam-du-phuong-tran-phu-7/-dep-tay-tra-phan-khuc-hiem-con-sot-lai-trong-khu-vuc-23m2-so-rieng-pr44278927
22/10/2025,Nhà riêng tại đường Ngô Gia Tự,40.0,13.0,Sổ đỏ/ Sổ hồng,5,5,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-gia-tu-phuong-viet-hung-2/chinh-chu-ban-7-tang-phun-noi-that-thang-may-p-khau-chuoc-mat-13m-via-he-3m-pr43994352
22/10/2025,Nhà riêng tại đường Ngô Quyền,67.0,12.4,Sổ đỏ/ Sổ hồng,4,3,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-quyen-phuong-quang-trung-17/-dan-xay-67m2-4t-4pn-mt4-3m-full-noi-that-o-to-vao-tai-quyen-pr44250844
27/10/2025,Nhà riêng tại đường Ngô Xuân Quảng,85.0,16.9,Sổ đỏ/ Sổ hồng,3,2,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-xuan-quang-thi-tran-trau-quy/ban-gia-lam-dt-85m-3-t-lo-goc-o-to-tranh-kinh-doanh-nhinh-16-ty-pr44382723
30/10/2025,Nhà riêng tại đường Ngọc Hà,52.0,17.0,Sổ đỏ,3,2,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-ha-phuong-ngoc-ha/chinh-chu-ban-2-mat-ngo-so-24-ngo-88-pho-ba-dinh-tnh-pho-noi-pr44371216
25/10/2025,Nhà riêng tại đường Ngọc Hồi,45.0,12.9,Sổ đỏ,8,5,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-hoi-phuong-hoang-liet/chinh-chu-can-ban-gap-mat-ngo-o-to-6-tang-so-do-trao-tay-pr44372908
30/10/2025,Nhà riêng tại đường Ngọc Lâm,45.0,45.0,Sổ đỏ/ Sổ hồng,3,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-lam-phuong-ngoc-lam-2/gia-re-pho-45m2-lo-goc-san-4-tang-3-ngu-gia-8-x-ty-pr44354767
30/10/2025,Nhà riêng tại đường Ngọc Lâm,115.0,0.24,Sổ đỏ/ Sổ hồng,3,4,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-lam-phuong-ngoc-lam-2/sieu-dep-lo-goc-long-bien-115m2-mt-7-6m-no-hau-o-to-tranh-u-pr44413998
25/10/2025,Nhà riêng tại đường Ngọc Thụy,33.0,8.1,Sổ đỏ/ Sổ hồng,3,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-bo-de/-trung-tam-cho-40m-nguyen-the-ruc-lb-pr44374073
25/10/2025,Nhà riêng tại đường Ngọc Thụy,47.0,15.9,Sổ đỏ/ Sổ hồng,6,6,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-bo-de/loi-ngo-thong-o-to-vao-6-tang-thang-may-full-noi-that-canh-truong-viet-phap-pr44374176
17/10/2025,Nhà riêng tại đường Ngọc Thụy,38.0,6.9,Sổ đỏ,4,3,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/-dan-xay-ngo-562-o-to-do-cong-4-ngu-chu-can-ban-gap-pr44308047
28/10/2025,Nhà riêng tại đường Ngọc Thụy,41.0,10.9,Sổ đỏ/ Sổ hồng,3,4,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/ban-42m2-x-6-tang-thang-may-ngo-o-to-5-cho-de-trong-ngo-thong-gan-cho-truong-hoc-pr42790547
30/10/2025,Nhà riêng tại đường Ngọc Thụy,48.0,14.6,Sổ đỏ/ Sổ hồng,3,3,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/can-ban-mat-de-dien-tich-48m-o-to-vao-so-do-chinh-chu-pr44352090
30/10/2025,Nhà riêng tại đường Ngọc Thụy,40.0,6.85,Sổ đỏ/ Sổ hồng,4,6,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/chu-can-ban-gap-hon-6-ty-40m2-ngo-rong-3-buoc-ra-o-to-pr44418090
25/10/2025,Nhà riêng tại đường Ngọc Thụy,68.0,11.8,Sổ đỏ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/sieu-hot-sieu-pham-pho-thuy68-m-11-8-ty-ngo-thong-tien-ich-vo-van-dan-tri-cao-pr44373115
27/10/2025,Nhà riêng tại đường Ngọc Thụy,47.0,10.6,Sổ đỏ/ Sổ hồng,3,4,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/sieu-pham-phan-lo-50m-6t-thang-may-gara-oto-gan-truong-qt-cong-vien-chi-12-8-ty-pr44382401
28/10/2025,Nhà riêng tại đường Nguyễn An Ninh,53.0,16.95,Sổ đỏ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-an-ninh-phuong-tuong-mai/b-dep-pho-6-tg-o-to-vao-so-do-chinh-chu-gia-b-17-8-ty-pr43928781
29/10/2025,Nhà riêng tại đường Nguyễn An Ninh,36.0,10.5,Sổ đỏ/ Sổ hồng,6,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-an-ninh-phuong-tuong-mai/b-lo-goc-o-to-7-cho-5-tg-dep-o-ngay-phu-hop-o-hoac-lam-v-phong-10-48ty-pr44410703
25/10/2025,Nhà riêng tại đường Nguyễn Chí Thanh,39.0,7.45,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chi-thanh-phuong-lang-ha/gia-sieu-re-ngo-rong-vai-buoc-ra-o-to-so-phan-lo-2-thoang-full-noi-that-pr44371326
21/10/2025,Nhà riêng tại đường Nguyễn Chính,44.0,3.65,Sổ đỏ,2,2,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chinh-phuong-thinh-liet/-chu-ban-ngo-pho-quan-hoang-mai-pr43923224
27/10/2025,Nhà riêng tại đường Nguyễn Chính,46.0,9.3,Sổ đỏ/ Sổ hồng,4,3,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chinh-phuong-thinh-liet/ban-tai-ngo-143-hoang-mai-giao-dich-chu-pr44387851
29/10/2025,Nhà riêng tại đường Nguyễn Công Hoan,56.0,14.5,Sổ đỏ/ Sổ hồng,4,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-cong-hoan-phuong-ngoc-khanh/ban-o-to-lo-goc-56m-4t-gan-dai-thvn-an-sinh-cuc-tot-pr43559028
30/10/2025,Nhà riêng tại đường Nguyên Hồng,45.0,16.0,Sổ đỏ/ Sổ hồng,6,4,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-hong-phuong-lang-ha/-c-thanh-huynh-t-khang-p-lo-lo-goc-oto-45m-4-tang-16-ty-pr44418736
29/10/2025,Nhà riêng tại đường Nguyên Hồng,65.0,21.9,Sổ đỏ/ Sổ hồng,5,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-hong-phuong-lang-thuong/sieu-biet-thu-2-thoang-oto-tranh-via-he-2m-kd-tap-nap-thang-may-nt-sin-75m2-8t-pr41614592
29/10/2025,Nhà riêng tại đường Nguyễn Khang,49.0,13.5,Sổ đỏ/ Sổ hồng,5,5,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/-60m2-5t-ngo-thong-oto-do-cua-no-hau-pr44193957
24/10/2025,Nhà riêng tại đường Nguyễn Khang,31.0,8.77,Sổ đỏ,3,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/ban-cau-giay-31m-x-5-tang-hiem-3-buoc-ra-o-to-tranh-gan-cong-vien-cau-giay-pr44369708
27/10/2025,Nhà riêng tại đường Nguyễn Khang,30.1,8.15,Sổ đỏ,4,3,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/ban-dep-cau-giay-full-noi-that-xin-ngo-thong-so-dep-chi-viec-o-ngay-pr44379090
30/10/2025,Nhà riêng tại đường Nguyễn Khang,40.0,13.5,Sổ đỏ/ Sổ hồng,4,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/ban-quan-cau-giay-13-5-ty-40m2-gan-bang-trung-kinh-trung-pr44418844
30/10/2025,Nhà riêng tại đường Nguyễn Khang,31.0,8.0,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/ban-sieu-hiem-phan-khuc-nhieu-nguoi-san-cau-giay-31m2-gia-8-ty-pr44418856
29/10/2025,Nhà riêng tại đường Nguyễn Khang,31.0,8.8,Sổ đỏ,3,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/ban-trung-tam-cau-giay-31m-5-tang-3-buoc-ra-o-to-tranh-gan-cong-vien-cau-giay-pr44402120
29/10/2025,Nhà riêng tại đường Nguyễn Khang,33.0,7.0,Sổ đỏ/ Sổ hồng,3,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/gap-tt-cau-giay-33m-5tang-7ty-o-luon-ngo-thong-3gac-do-dan-xay-kien-co-gia-linh-dong-pr44409531
28/10/2025,Nhà riêng tại đường Nguyễn Khoái,57.0,5.8,Khác,3,1,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khoai-phuong-linh-nam/ban-57m-o-to-tai-do-cua-no-hau-pr44138212
25/10/2025,Nhà riêng tại đường Nguyễn Khuyến,85.0,17.5,Sổ đỏ/ Sổ hồng,5,5,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khuyen-phuong-van-quan/ban-gap-ha-dong-ha-noi-17-5-ty-85m2-5-tang-gan-ho-pr44370471
28/10/2025,Nhà riêng tại đường Nguyễn Lân,66.0,19.0,Sổ đỏ/ Sổ hồng,5,5,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-lan-phuong-phuong-liet/ban-phan-lo-pho-quan-thanh-xuan-so-66m2-5-tang-o-to-tranh-u-gia-20-5-ty-pr43952663
27/10/2025,Nhà riêng tại đường Nguyễn Lương Bằng,26.2,8.3,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-luong-bang-1-phuong-o-cho-dua/ban-7-tang-tm-tang-full-noi-that-8-3ty-pr44385651
27/10/2025,Nhà riêng tại đường Nguyễn Thị Định,48.0,15.5,Sổ đỏ/ Sổ hồng,6,5,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-dinh-phuong-trung-hoa-4/ban-pho-48m-x-5-tang-mat-tien-4m-o-to-do-cua-gia-15-5-ty-pr44258815
19/10/2025,Nhà riêng tại đường Nguyễn Thị Định,60.0,33.0,Sổ đỏ/ Sổ hồng,8,6,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-dinh-phuong-trung-hoa-4/sieu-pham-60m-6-tang-mt-4-5m-thang-may-ngo-rong-phu-hop-van-phong-spa-cao-cap-pr44320555
30/10/2025,Nhà riêng tại Khu nhà ở Thạch Bàn,56.0,17.8,Sổ đỏ/ Sổ hồng,4,3,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thoi-trung-phuong-thach-ban-1-prj-khu-nha-o-thach-ban/can-long-bien-ha-noi-pr44416616
28/10/2025,Nhà riêng tại đường Nguyễn Văn Cừ,135.0,24.85,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-bo-de/-pho-dt-135m2-m-tien-8m-thiet-ke-thang-may-gara-nhieu-oto-gan-sat-mat-pho-pr44400489
24/10/2025,Nhà riêng tại đường Nguyễn Văn Cừ,58.0,14.6,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-bo-de/ban-doc-pham-an-vung-buoc-6-tang-thang-may-58m2-full-noi-that-dang-cap-pr44359584
24/10/2025,Nhà riêng tại đường Nguyễn Văn Cừ,71.0,17.0,Sổ đỏ/ Sổ hồng,4,4,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-gia-thuy/ban-long-bien-phan-lo-gara-o-to-71m2-4-tang-mt5-5m-17-ty-pr44364713
25/10/2025,Nhà riêng tại đường Nguyễn Văn Cừ,70.0,19.5,Sổ đỏ/ Sổ hồng,4,5,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-ngoc-lam-2/hiem-ban-pho-70m2-mt-5m-5-tang-o-to-tranh-via-he-pr44076338
29/10/2025,Nhà riêng tại đường Nguyễn Văn Huyên,42.0,13.5,Sổ đỏ/ Sổ hồng,4,5,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-nghia-do-1/chi-13-5-ty-co-moi-dep-6tang-phan-lo-o-to-thang-may-2mat-tien-pho-cau-giay-pr44401173
26/10/2025,Nhà riêng tại đường Nguyễn Văn Huyên,52.0,11.0,Sổ đỏ/ Sổ hồng,6,3,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-quan-hoa/ban-52m2-x-5t-x-mt-4m-ngo-thong-o-to-qua-thoang-truoc-sau-11-ty-pr44382051
25/10/2025,Nhà riêng tại đường Nguyễn Văn Huyên,48.0,9.5,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-quan-hoa/ban-moi-thang-may-gan-pho-quang-ham-48m-x6t-gan-truong-dh-gia-9-5-ty-pr44370210
29/10/2025,Nhà riêng tại đường Nguyễn Văn Linh,174.0,12.7,Sổ đỏ/ Sổ hồng,4,3,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-linh-phuong-long-bien/lo-dat-tiem-nang-co-san-3-tang-dien-tich-rong-gia-cuc-tot-gan-cho-dong-dinh-sam-uat-pr44385236
20/10/2025,Nhà riêng tại đường Nguyễn Văn Linh,85.0,28.5,Sổ đỏ/ Sổ hồng,5,5,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-linh-phuong-phuc-dong/can-ban-long-bien-khu-quan-doi-918-pr43797047
28/10/2025,Nhà riêng tại đường Nguyễn Văn Linh,50.0,9.5,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-linh-phuong-sai-dong/ban-long-bien-ha-noi-5-tang-thang-may-moi-kinh-kong-pr44392861
28/10/2025,Nhà riêng tại đường Nguyễn Xiển,169.0,68.0,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-xien-phuong-ha-dinh/can-goc-pho-160m-6-tang-dep-nhat-pho-rong-15m-kinh-doanh-sieu-dinh-pr43766225
30/10/2025,Nhà riêng tại đường Nhân Mỹ,140.5,0.22,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-nhan-my-phuong-my-dinh-1/ban-n-140-5m-mat-ngo-tien-kinh-doanh-di-lai-thuan-tien-pr44418699
20/10/2025,Nhà riêng tại đường Nhân Trạch,42.3,7.75,Sổ đỏ/ Sổ hồng,5,4,Không rõ,https://batdongsan.com.vn/ban-nha-rieng-duong-nhan-trach-phuong-phu-luong-3/ban-can-goc-2-mat-tien-tai-n-42-3-m2-4-tang-1-tum-pr44324822
28/10/2025,Nhà riêng tại đường Nhật Chiêu,62.0,11.8,Sổ đỏ/ Sổ hồng,4,5,Khác,https://batdongsan.com.vn/ban-nha-rieng-duong-nhat-chieu-phuong-quang-an-2/sieu-hiem-tay-ho-dong-tien-moi-long-lanh-63m2-thang-may-11-6-ty-pr44333100
